ダウンロードした時刻：2025/06/28 12:57:40

,横浜,横浜,横浜
2024/11/20 7:00:00,10,8,1
2024/11/20 8:00:00,10,8,1
2024/11/20 9:00:00,10,8,1
2024/11/20 10:00:00,10,8,1
2024/11/21 6:00:00,10,8,1
2024/11/21 7:00:00,4,8,1
2024/11/21 8:00:00,10,8,1
2024/11/21 9:00:00,10,8,1
2024/11/21 10:00:00,10,8,1
2024/11/22 6:00:00,2,8,1
2024/11/22 7:00:00,2,8,1
2024/11/22 8:00:00,2,8,1
2024/11/22 9:00:00,2,8,1
2024/11/22 10:00:00,2,8,1
2024/11/23 6:00:00,2,8,1
2024/11/23 7:00:00,2,8,1
2024/11/23 8:00:00,4,8,1
2024/11/23 9:00:00,4,8,1
2024/11/23 10:00:00,4,8,1
2024/11/24 6:00:00,4,8,1
2024/11/24 7:00:00,4,8,1
2024/11/24 8:00:00,4,8,1
2024/11/24 9:00:00,4,8,1
2024/11/24 10:00:00,2,8,1
2024/11/25 6:00:00,2,8,1
2024/11/25 7:00:00,2,8,1
2024/11/25 8:00:00,2,8,1
2024/11/25 9:00:00,2,8,1
2024/11/25 10:00:00,2,8,1
2024/11/26 6:00:00,2,8,1
2024/11/26 7:00:00,2,8,1
2024/11/26 8:00:00,2,8,1
2024/11/26 9:00:00,2,8,1
2024/11/26 10:00:00,2,8,1
2024/11/27 6:00:00,4,8,1
2024/11/27 7:00:00,2,8,1
2024/11/27 8:00:00,2,8,1
2024/11/27 9:00:00,4,8,1
2024/11/27 10:00:00,2,8,1
2024/11/28 6:00:00,2,8,1
2024/11/28 7:00:00,2,8,1
2024/11/28 8:00:00,2,8,1
2024/11/28 9:00:00,2,8,1
2024/11/28 10:00:00,2,8,1
2024/11/29 6:00:00,2,8,1
2024/11/29 7:00:00,2,8,1
2024/11/29 8:00:00,4,8,1
2024/11/29 9:00:00,2,8,1
2024/11/29 10:00:00,2,8,1
2024/11/30 6:00:00,2,8,1
2024/11/30 7:00:00,2,8,1
2024/11/30 8:00:00,2,8,1
2024/11/30 9:00:00,2,8,1
2024/11/30 10:00:00,2,8,1
2024/12/1 6:00:00,2,8,1
2024/12/1 7:00:00,2,8,1
2024/12/1 8:00:00,2,8,1
2024/12/1 9:00:00,2,8,1
2024/12/1 10:00:00,2,8,1
2024/12/2 6:00:00,2,8,1
2024/12/2 7:00:00,2,8,1
2024/12/2 8:00:00,2,8,1
2024/12/2 9:00:00,2,8,1
2024/12/2 10:00:00,2,8,1
2024/12/3 6:00:00,2,8,1
2024/12/3 7:00:00,2,8,1
2024/12/3 8:00:00,2,8,1
2024/12/3 9:00:00,2,8,1
2024/12/3 10:00:00,2,8,1
2024/12/4 6:00:00,4,8,1
2024/12/4 7:00:00,4,8,1
2024/12/4 8:00:00,2,8,1
2024/12/4 9:00:00,2,8,1
2024/12/4 10:00:00,2,8,1
2024/12/5 6:00:00,2,8,1
2024/12/5 7:00:00,2,8,1
2024/12/5 8:00:00,2,8,1
2024/12/5 9:00:00,2,8,1
2024/12/5 10:00:00,2,8,1
2024/12/6 6:00:00,2,8,1
2024/12/6 7:00:00,2,8,1
2024/12/6 8:00:00,2,8,1
2024/12/6 9:00:00,2,8,1
2024/12/6 10:00:00,2,8,1
2024/12/7 6:00:00,2,8,1
2024/12/7 7:00:00,2,8,1
2024/12/7 8:00:00,2,8,1
2024/12/7 9:00:00,2,8,1
2024/12/7 10:00:00,2,8,1
2024/12/8 6:00:00,4,8,1
2024/12/8 7:00:00,4,8,1
2024/12/8 8:00:00,4,8,1
2024/12/8 9:00:00,2,8,1
2024/12/8 10:00:00,2,8,1
2024/12/9 6:00:00,2,8,1
2024/12/9 7:00:00,2,8,1
2024/12/9 8:00:00,2,8,1
2024/12/9 9:00:00,2,8,1
2024/12/9 10:00:00,2,8,1
2024/12/10 6:00:00,2,8,1
2024/12/10 7:00:00,2,8,1
2024/12/10 8:00:00,2,8,1
2024/12/10 9:00:00,2,8,1
2024/12/10 10:00:00,2,8,1
2024/12/11 6:00:00,4,8,1
2024/12/11 7:00:00,4,8,1
2024/12/11 8:00:00,4,8,1
2024/12/11 9:00:00,4,8,1
2024/12/11 10:00:00,2,8,1
2024/12/12 6:00:00,2,8,1
2024/12/12 7:00:00,2,8,1
2024/12/12 8:00:00,2,8,1
2024/12/12 9:00:00,2,8,1
2024/12/12 10:00:00,2,8,1
2024/12/13 6:00:00,2,8,1
2024/12/13 7:00:00,4,8,1
2024/12/13 8:00:00,4,8,1
2024/12/13 9:00:00,4,8,1
2024/12/13 10:00:00,4,8,1
2024/12/14 6:00:00,2,8,1
2024/12/14 7:00:00,2,8,1
2024/12/14 8:00:00,2,8,1
2024/12/14 9:00:00,2,8,1
2024/12/14 10:00:00,2,8,1
2024/12/15 6:00:00,2,8,1
2024/12/15 7:00:00,2,8,1
2024/12/15 8:00:00,2,8,1
2024/12/15 9:00:00,2,8,1
2024/12/15 10:00:00,2,8,1
2024/12/16 6:00:00,2,8,1
2024/12/16 7:00:00,2,8,1
2024/12/16 8:00:00,2,8,1
2024/12/16 9:00:00,2,8,1
2024/12/16 10:00:00,2,8,1
2024/12/17 6:00:00,2,8,1
2024/12/17 7:00:00,2,8,1
2024/12/17 8:00:00,2,8,1
2024/12/17 9:00:00,2,8,1
2024/12/17 10:00:00,2,8,1
2024/12/18 6:00:00,2,8,1
2024/12/18 7:00:00,2,8,1
2024/12/18 8:00:00,2,8,1
2024/12/18 9:00:00,2,8,1
2024/12/18 10:00:00,2,8,1
2024/12/19 6:00:00,11,8,1
2024/12/19 7:00:00,4,8,1
2024/12/19 8:00:00,4,8,1
2024/12/19 9:00:00,10,8,1
2024/12/19 10:00:00,10,8,1
2024/12/20 6:00:00,2,8,1
2024/12/20 7:00:00,2,8,1
2024/12/20 8:00:00,2,8,1
2024/12/20 9:00:00,2,8,1
2024/12/20 10:00:00,2,8,1
2024/12/21 6:00:00,2,8,1
2024/12/21 7:00:00,2,8,1
2024/12/21 8:00:00,2,8,1
2024/12/21 9:00:00,2,8,1
2024/12/21 10:00:00,2,8,1
2024/12/22 6:00:00,2,8,1
2024/12/22 7:00:00,2,8,1
2024/12/22 8:00:00,2,8,1
2024/12/22 9:00:00,2,8,1
2024/12/22 10:00:00,2,8,1
2024/12/23 6:00:00,2,8,1
2024/12/23 7:00:00,2,8,1
2024/12/23 8:00:00,2,8,1
2024/12/23 9:00:00,2,8,1
2024/12/23 10:00:00,2,8,1
2024/12/24 6:00:00,2,8,1
2024/12/24 7:00:00,2,8,1
2024/12/24 8:00:00,2,8,1
2024/12/24 9:00:00,2,8,1
2024/12/24 10:00:00,2,8,1
2024/12/25 6:00:00,2,8,1
2024/12/25 7:00:00,2,8,1
2024/12/25 8:00:00,2,8,1
2024/12/25 9:00:00,2,8,1
2024/12/25 10:00:00,2,8,1
2024/12/26 6:00:00,2,8,1
2024/12/26 7:00:00,2,8,1
2024/12/26 8:00:00,2,8,1
2024/12/26 9:00:00,2,8,1
2024/12/26 10:00:00,2,8,1
2024/12/27 6:00:00,2,8,1
2024/12/27 7:00:00,2,8,1
2024/12/27 8:00:00,2,8,1
2024/12/27 9:00:00,2,8,1
2024/12/27 10:00:00,2,8,1
2024/12/28 6:00:00,2,8,1
2024/12/28 7:00:00,2,8,1
2024/12/28 8:00:00,2,8,1
2024/12/28 9:00:00,2,8,1
2024/12/28 10:00:00,2,8,1
2024/12/29 6:00:00,2,8,1
2024/12/29 7:00:00,2,8,1
2024/12/29 8:00:00,2,8,1
2024/12/29 9:00:00,2,8,1
2024/12/29 10:00:00,2,8,1
2024/12/30 6:00:00,4,8,1
2024/12/30 7:00:00,2,8,1
2024/12/30 8:00:00,4,8,1
2024/12/30 9:00:00,4,8,1
2024/12/30 10:00:00,4,8,1
2024/12/31 6:00:00,4,8,1
2024/12/31 7:00:00,2,8,1
2024/12/31 8:00:00,4,8,1
2024/12/31 9:00:00,2,8,1
2024/12/31 10:00:00,2,8,1
2025/1/1 6:00:00,2,8,1
2025/1/1 7:00:00,2,8,1
2025/1/1 8:00:00,2,8,1
2025/1/1 9:00:00,2,8,1
2025/1/1 10:00:00,2,8,1
2025/1/2 6:00:00,2,8,1
2025/1/2 7:00:00,2,8,1
2025/1/2 8:00:00,2,8,1
2025/1/2 9:00:00,2,8,1
2025/1/2 10:00:00,2,8,1
2025/1/3 6:00:00,4,8,1
2025/1/3 7:00:00,2,8,1
2025/1/3 8:00:00,4,8,1
2025/1/3 9:00:00,4,8,1
2025/1/3 10:00:00,4,8,1
2025/1/4 6:00:00,2,8,1
2025/1/4 7:00:00,2,8,1
2025/1/4 8:00:00,2,8,1
2025/1/4 9:00:00,2,8,1
2025/1/4 10:00:00,2,8,1
2025/1/5 6:00:00,2,8,1
2025/1/5 7:00:00,2,8,1
2025/1/5 8:00:00,2,8,1
2025/1/5 9:00:00,2,8,1
2025/1/5 10:00:00,2,8,1
2025/1/6 6:00:00,4,8,1
2025/1/6 7:00:00,4,8,1
2025/1/6 8:00:00,4,8,1
2025/1/6 9:00:00,2,8,1
2025/1/6 10:00:00,10,8,1
2025/1/7 6:00:00,4,8,1
2025/1/7 7:00:00,4,8,1
2025/1/7 8:00:00,4,8,1
2025/1/7 9:00:00,10,8,1
2025/1/7 10:00:00,10,8,1
2025/1/8 6:00:00,2,8,1
2025/1/8 7:00:00,2,8,1
2025/1/8 8:00:00,2,8,1
2025/1/8 9:00:00,2,8,1
2025/1/8 10:00:00,2,8,1
2025/1/9 6:00:00,2,8,1
2025/1/9 7:00:00,2,8,1
2025/1/9 8:00:00,2,8,1
2025/1/9 9:00:00,2,8,1
2025/1/9 10:00:00,2,8,1
2025/1/10 6:00:00,2,8,1
2025/1/10 7:00:00,2,8,1
2025/1/10 8:00:00,2,8,1
2025/1/10 9:00:00,2,8,1
2025/1/10 10:00:00,2,8,1
2025/1/11 6:00:00,2,8,1
2025/1/11 7:00:00,2,8,1
2025/1/11 8:00:00,4,8,1
2025/1/11 9:00:00,2,8,1
2025/1/11 10:00:00,2,8,1
2025/1/12 6:00:00,4,8,1
2025/1/12 7:00:00,4,8,1
2025/1/12 8:00:00,4,8,1
2025/1/12 9:00:00,4,8,1
2025/1/12 10:00:00,4,8,1
2025/1/13 6:00:00,2,8,1
2025/1/13 7:00:00,2,8,1
2025/1/13 8:00:00,2,8,1
2025/1/13 9:00:00,2,8,1
2025/1/13 10:00:00,2,8,1
2025/1/14 6:00:00,2,8,1
2025/1/14 7:00:00,2,8,1
2025/1/14 8:00:00,2,8,1
2025/1/14 9:00:00,2,8,1
2025/1/14 10:00:00,2,8,1
2025/1/15 6:00:00,2,8,1
2025/1/15 7:00:00,2,8,1
2025/1/15 8:00:00,2,8,1
2025/1/15 9:00:00,2,8,1
2025/1/15 10:00:00,2,8,1
2025/1/16 6:00:00,2,8,1
2025/1/16 7:00:00,4,8,1
2025/1/16 8:00:00,4,8,1
2025/1/16 9:00:00,4,8,1
2025/1/16 10:00:00,4,8,1
2025/1/17 6:00:00,2,8,1
2025/1/17 7:00:00,2,8,1
2025/1/17 8:00:00,2,8,1
2025/1/17 9:00:00,2,8,1
2025/1/17 10:00:00,2,8,1
2025/1/18 6:00:00,2,8,1
2025/1/18 7:00:00,2,8,1
2025/1/18 8:00:00,4,8,1
2025/1/18 9:00:00,2,8,1
2025/1/18 10:00:00,2,8,1
2025/1/19 6:00:00,4,8,1
2025/1/19 7:00:00,4,8,1
2025/1/19 8:00:00,4,8,1
2025/1/19 9:00:00,2,8,1
2025/1/19 10:00:00,2,8,1
2025/1/20 6:00:00,10,8,1
2025/1/20 7:00:00,10,8,1
2025/1/20 8:00:00,10,8,1
2025/1/20 9:00:00,4,8,1
2025/1/20 10:00:00,2,8,1
2025/1/21 6:00:00,2,8,1
2025/1/21 7:00:00,2,8,1
2025/1/21 8:00:00,4,8,1
2025/1/21 9:00:00,4,8,1
2025/1/21 10:00:00,4,8,1
2025/1/22 6:00:00,2,8,1
2025/1/22 7:00:00,2,8,1
2025/1/22 8:00:00,2,8,1
2025/1/22 9:00:00,2,8,1
2025/1/22 10:00:00,2,8,1
2025/1/23 6:00:00,2,8,1
2025/1/23 7:00:00,2,8,1
2025/1/23 8:00:00,4,8,1
2025/1/23 9:00:00,4,8,1
2025/1/23 10:00:00,2,8,1
2025/1/24 6:00:00,2,8,1
2025/1/24 7:00:00,2,8,1
2025/1/24 8:00:00,2,8,1
2025/1/24 9:00:00,2,8,1
2025/1/24 10:00:00,2,8,1
2025/1/25 6:00:00,10,8,1
2025/1/25 7:00:00,10,8,1
2025/1/25 8:00:00,4,8,1
2025/1/25 9:00:00,4,8,1
2025/1/25 10:00:00,4,8,1
2025/1/26 6:00:00,2,8,1
2025/1/26 7:00:00,2,8,1
2025/1/26 8:00:00,2,8,1
2025/1/26 9:00:00,2,8,1
2025/1/26 10:00:00,2,8,1
2025/1/27 6:00:00,2,8,1
2025/1/27 7:00:00,2,8,1
2025/1/27 8:00:00,4,8,1
2025/1/27 9:00:00,4,8,1
2025/1/27 10:00:00,2,8,1
2025/1/28 6:00:00,11,8,1
2025/1/28 7:00:00,2,8,1
2025/1/28 8:00:00,2,8,1
2025/1/28 9:00:00,2,8,1
2025/1/28 10:00:00,2,8,1
2025/1/29 6:00:00,2,8,1
2025/1/29 7:00:00,2,8,1
2025/1/29 8:00:00,2,8,1
2025/1/29 9:00:00,2,8,1
2025/1/29 10:00:00,2,8,1
2025/1/30 6:00:00,2,8,1
2025/1/30 7:00:00,2,8,1
2025/1/30 8:00:00,2,8,1
2025/1/30 9:00:00,2,8,1
2025/1/30 10:00:00,2,8,1
2025/1/31 6:00:00,2,8,1
2025/1/31 7:00:00,2,8,1
2025/1/31 8:00:00,2,8,1
2025/1/31 9:00:00,2,8,1
2025/1/31 10:00:00,2,8,1
2025/2/1 6:00:00,2,8,1
2025/2/1 7:00:00,2,8,1
2025/2/1 8:00:00,4,8,1
2025/2/1 9:00:00,4,8,1
2025/2/1 10:00:00,4,8,1
2025/2/2 6:00:00,10,8,1
2025/2/2 7:00:00,10,8,1
2025/2/2 8:00:00,10,8,1
2025/2/2 9:00:00,10,8,1
2025/2/2 10:00:00,10,8,1
2025/2/3 6:00:00,4,8,1
2025/2/3 7:00:00,4,8,1
2025/2/3 8:00:00,4,8,1
2025/2/3 9:00:00,4,8,1
2025/2/3 10:00:00,4,8,1
2025/2/4 6:00:00,2,8,1
2025/2/4 7:00:00,4,8,1
2025/2/4 8:00:00,2,8,1
2025/2/4 9:00:00,2,8,1
2025/2/4 10:00:00,2,8,1
2025/2/5 6:00:00,2,8,1
2025/2/5 7:00:00,2,8,1
2025/2/5 8:00:00,2,8,1
2025/2/5 9:00:00,2,8,1
2025/2/5 10:00:00,2,8,1
2025/2/6 6:00:00,2,8,1
2025/2/6 7:00:00,2,8,1
2025/2/6 8:00:00,2,8,1
2025/2/6 9:00:00,2,8,1
2025/2/6 10:00:00,2,8,1
2025/2/7 6:00:00,2,8,1
2025/2/7 7:00:00,2,8,1
2025/2/7 8:00:00,2,8,1
2025/2/7 9:00:00,2,8,1
2025/2/7 10:00:00,2,8,1
2025/2/8 6:00:00,2,8,1
2025/2/8 7:00:00,2,8,1
2025/2/8 8:00:00,2,8,1
2025/2/8 9:00:00,2,8,1
2025/2/8 10:00:00,2,8,1
2025/2/9 6:00:00,2,8,1
2025/2/9 7:00:00,2,8,1
2025/2/9 8:00:00,2,8,1
2025/2/9 9:00:00,2,8,1
2025/2/9 10:00:00,2,8,1
2025/2/10 6:00:00,2,8,1
2025/2/10 7:00:00,2,8,1
2025/2/10 8:00:00,2,8,1
2025/2/10 9:00:00,2,8,1
2025/2/10 10:00:00,2,8,1
2025/2/11 6:00:00,2,8,1
2025/2/11 7:00:00,2,8,1
2025/2/11 8:00:00,2,8,1
2025/2/11 9:00:00,2,8,1
2025/2/11 10:00:00,2,8,1
2025/2/12 6:00:00,2,8,1
2025/2/12 7:00:00,4,8,1
2025/2/12 8:00:00,2,8,1
2025/2/12 9:00:00,4,8,1
2025/2/12 10:00:00,4,8,1
2025/2/13 6:00:00,2,8,1
2025/2/13 7:00:00,2,8,1
2025/2/13 8:00:00,2,8,1
2025/2/13 9:00:00,2,8,1
2025/2/13 10:00:00,2,8,1
2025/2/14 6:00:00,2,8,1
2025/2/14 7:00:00,2,8,1
2025/2/14 8:00:00,4,8,1
2025/2/14 9:00:00,4,8,1
2025/2/14 10:00:00,2,8,1
2025/2/15 6:00:00,2,8,1
2025/2/15 7:00:00,2,8,1
2025/2/15 8:00:00,2,8,1
2025/2/15 9:00:00,2,8,1
2025/2/15 10:00:00,2,8,1
2025/2/16 6:00:00,4,8,1
2025/2/16 7:00:00,4,8,1
2025/2/16 8:00:00,4,8,1
2025/2/16 9:00:00,4,8,1
2025/2/16 10:00:00,2,8,1
2025/2/17 6:00:00,2,8,1
2025/2/17 7:00:00,2,8,1
2025/2/17 8:00:00,2,8,1
2025/2/17 9:00:00,4,8,1
2025/2/17 10:00:00,2,8,1
2025/2/18 6:00:00,2,8,1
2025/2/18 7:00:00,4,8,1
2025/2/18 8:00:00,2,8,1
2025/2/18 9:00:00,4,8,1
2025/2/18 10:00:00,4,8,1
2025/2/19 6:00:00,2,8,1
2025/2/19 7:00:00,2,8,1
2025/2/19 8:00:00,2,8,1
2025/2/19 9:00:00,2,8,1
2025/2/19 10:00:00,2,8,1
2025/2/20 6:00:00,2,8,1
2025/2/20 7:00:00,2,8,1
2025/2/20 8:00:00,2,8,1
2025/2/20 9:00:00,2,8,1
2025/2/20 10:00:00,2,8,1
2025/2/21 6:00:00,2,8,1
2025/2/21 7:00:00,2,8,1
2025/2/21 8:00:00,2,8,1
2025/2/21 9:00:00,2,8,1
2025/2/21 10:00:00,2,8,1
2025/2/22 6:00:00,2,8,1
2025/2/22 7:00:00,4,8,1
2025/2/22 8:00:00,2,8,1
2025/2/22 9:00:00,2,8,1
2025/2/22 10:00:00,2,8,1
2025/2/23 6:00:00,2,8,1
2025/2/23 7:00:00,2,8,1
2025/2/23 8:00:00,2,8,1
2025/2/23 9:00:00,2,8,1
2025/2/23 10:00:00,2,8,1
2025/2/24 6:00:00,2,8,1
2025/2/24 7:00:00,4,8,1
2025/2/24 8:00:00,2,8,1
2025/2/24 9:00:00,2,8,1
2025/2/24 10:00:00,2,8,1
2025/2/25 6:00:00,2,8,1
2025/2/25 7:00:00,2,8,1
2025/2/25 8:00:00,2,8,1
2025/2/25 9:00:00,2,8,1
2025/2/25 10:00:00,2,8,1
2025/2/26 6:00:00,2,8,1
2025/2/26 7:00:00,2,8,1
2025/2/26 8:00:00,2,8,1
2025/2/26 9:00:00,2,8,1
2025/2/26 10:00:00,2,8,1
2025/2/27 6:00:00,2,8,1
2025/2/27 7:00:00,2,8,1
2025/2/27 8:00:00,2,8,1
2025/2/27 9:00:00,2,8,1
2025/2/27 10:00:00,2,8,1
2025/2/28 6:00:00,2,8,1
2025/2/28 7:00:00,4,8,1
2025/2/28 8:00:00,2,8,1
2025/2/28 9:00:00,4,8,1
2025/2/28 10:00:00,4,8,1
2025/3/1 6:00:00,2,8,1
2025/3/1 7:00:00,2,8,1
2025/3/1 8:00:00,2,8,1
2025/3/1 9:00:00,2,8,1
2025/3/1 10:00:00,2,8,1
2025/3/2 6:00:00,2,8,1
2025/3/2 7:00:00,2,8,1
2025/3/2 8:00:00,4,8,1
2025/3/2 9:00:00,2,8,1
2025/3/2 10:00:00,2,8,1
2025/3/3 6:00:00,10,8,1
2025/3/3 7:00:00,10,8,1
2025/3/3 8:00:00,10,8,1
2025/3/3 9:00:00,10,8,1
2025/3/3 10:00:00,10,8,1
2025/3/4 6:00:00,4,8,1
2025/3/4 7:00:00,4,8,1
2025/3/4 8:00:00,4,8,1
2025/3/4 9:00:00,4,8,1
2025/3/4 10:00:00,4,8,1
2025/3/5 6:00:00,10,8,1
2025/3/5 7:00:00,10,8,1
2025/3/5 8:00:00,10,8,1
2025/3/5 9:00:00,10,8,1
2025/3/5 10:00:00,10,8,1
2025/3/6 6:00:00,4,8,1
2025/3/6 7:00:00,4,8,1
2025/3/6 8:00:00,4,8,1
2025/3/6 9:00:00,4,8,1
2025/3/6 10:00:00,4,8,1
2025/3/7 6:00:00,,1,1
2025/3/7 7:00:00,,1,1
2025/3/7 8:00:00,,1,1
2025/3/7 9:00:00,,1,1
2025/3/7 10:00:00,,1,1
2025/3/8 6:00:00,4,8,1
2025/3/8 7:00:00,4,8,1
2025/3/8 8:00:00,4,8,1
2025/3/8 9:00:00,4,8,1
2025/3/8 10:00:00,4,8,1
2025/3/9 6:00:00,11,8,1
2025/3/9 7:00:00,4,8,1
2025/3/9 8:00:00,2,8,1
2025/3/9 9:00:00,2,8,1
2025/3/9 10:00:00,2,8,1
2025/3/10 6:00:00,2,8,1
2025/3/10 7:00:00,2,8,1
2025/3/10 8:00:00,2,8,1
2025/3/10 9:00:00,2,8,1
2025/3/10 10:00:00,2,8,1
2025/3/11 6:00:00,4,8,1
2025/3/11 7:00:00,4,8,1
2025/3/11 8:00:00,4,8,1
2025/3/11 9:00:00,4,8,1
2025/3/11 10:00:00,4,8,1
2025/3/12 6:00:00,4,8,1
2025/3/12 7:00:00,10,8,1
2025/3/12 8:00:00,4,8,1
2025/3/12 9:00:00,10,8,1
2025/3/12 10:00:00,10,8,1
2025/3/13 6:00:00,2,8,1
2025/3/13 7:00:00,2,8,1
2025/3/13 8:00:00,2,8,1
2025/3/13 9:00:00,2,8,1
2025/3/13 10:00:00,2,8,1
2025/3/14 6:00:00,2,8,1
2025/3/14 7:00:00,4,8,1
2025/3/14 8:00:00,2,8,1
2025/3/14 9:00:00,2,8,1
2025/3/14 10:00:00,2,8,1
2025/3/15 6:00:00,4,8,1
2025/3/15 7:00:00,4,8,1
2025/3/15 8:00:00,4,8,1
2025/3/15 9:00:00,4,8,1
2025/3/15 10:00:00,4,8,1
2025/3/16 6:00:00,10,8,1
2025/3/16 7:00:00,10,8,1
2025/3/16 8:00:00,10,8,1
2025/3/16 9:00:00,10,8,1
2025/3/16 10:00:00,10,8,1
2025/3/17 6:00:00,2,8,1
2025/3/17 7:00:00,2,8,1
2025/3/17 8:00:00,2,8,1
2025/3/17 9:00:00,2,8,1
2025/3/17 10:00:00,2,8,1
2025/3/18 6:00:00,2,8,1
2025/3/18 7:00:00,4,8,1
2025/3/18 8:00:00,4,8,1
2025/3/18 9:00:00,4,8,1
2025/3/18 10:00:00,2,8,1
2025/3/19 6:00:00,4,8,1
2025/3/19 7:00:00,10,8,1
2025/3/19 8:00:00,10,8,1
2025/3/19 9:00:00,10,8,1
2025/3/19 10:00:00,10,8,1
2025/3/20 6:00:00,2,8,1
2025/3/20 7:00:00,2,8,1
2025/3/20 8:00:00,2,8,1
2025/3/20 9:00:00,2,8,1
2025/3/20 10:00:00,4,8,1
2025/3/21 6:00:00,2,8,1
2025/3/21 7:00:00,2,8,1
2025/3/21 8:00:00,2,8,1
2025/3/21 9:00:00,2,8,1
2025/3/21 10:00:00,2,8,1
2025/3/22 6:00:00,2,8,1
2025/3/22 7:00:00,2,8,1
2025/3/22 8:00:00,2,8,1
2025/3/22 9:00:00,2,8,1
2025/3/22 10:00:00,2,8,1
2025/3/23 6:00:00,2,8,1
2025/3/23 7:00:00,2,8,1
2025/3/23 8:00:00,2,8,1
2025/3/23 9:00:00,2,8,1
2025/3/23 10:00:00,2,8,1
2025/3/24 6:00:00,2,8,1
2025/3/24 7:00:00,4,8,1
2025/3/24 8:00:00,4,8,1
2025/3/24 9:00:00,4,8,1
2025/3/24 10:00:00,4,8,1
2025/3/25 6:00:00,2,8,1
2025/3/25 7:00:00,2,8,1
2025/3/25 8:00:00,2,8,1
2025/3/25 9:00:00,2,8,1
2025/3/25 10:00:00,2,8,1
2025/3/26 6:00:00,2,8,1
2025/3/26 7:00:00,2,8,1
2025/3/26 8:00:00,2,8,1
2025/3/26 9:00:00,2,8,1
2025/3/26 10:00:00,2,8,1
2025/3/27 6:00:00,2,8,1
2025/3/27 7:00:00,2,8,1
2025/3/27 8:00:00,4,8,1
2025/3/27 9:00:00,2,8,1
2025/3/27 10:00:00,2,8,1
2025/3/28 6:00:00,10,8,1
2025/3/28 7:00:00,10,8,1
2025/3/28 8:00:00,10,8,1
2025/3/28 9:00:00,10,8,1
2025/3/28 10:00:00,2,8,1
2025/3/29 6:00:00,10,8,1
2025/3/29 7:00:00,10,8,1
2025/3/29 8:00:00,10,8,1
2025/3/29 9:00:00,10,8,1
2025/3/29 10:00:00,10,8,1
2025/3/30 6:00:00,4,8,1
2025/3/30 7:00:00,4,8,1
2025/3/30 8:00:00,2,8,1
2025/3/30 9:00:00,2,8,1
2025/3/30 10:00:00,2,8,1
2025/3/31 6:00:00,4,8,1
2025/3/31 7:00:00,10,8,1
2025/3/31 8:00:00,4,8,1
2025/3/31 9:00:00,4,8,1
2025/3/31 10:00:00,4,8,1
2025/4/1 6:00:00,10,8,1
2025/4/1 7:00:00,10,8,1
2025/4/1 8:00:00,10,8,1
2025/4/1 9:00:00,10,8,1
2025/4/1 10:00:00,10,8,1
2025/4/2 6:00:00,10,8,1
2025/4/2 7:00:00,10,8,1
2025/4/2 8:00:00,10,8,1
2025/4/2 9:00:00,10,8,1
2025/4/2 10:00:00,10,8,1
2025/4/3 6:00:00,10,8,1
2025/4/3 7:00:00,10,8,1
2025/4/3 8:00:00,10,8,1
2025/4/3 9:00:00,10,8,1
2025/4/3 10:00:00,10,8,1
2025/4/4 6:00:00,2,8,1
2025/4/4 7:00:00,2,8,1
2025/4/4 8:00:00,2,8,1
2025/4/4 9:00:00,2,8,1
2025/4/4 10:00:00,2,8,1
2025/4/5 6:00:00,2,8,1
2025/4/5 7:00:00,2,8,1
2025/4/5 8:00:00,2,8,1
2025/4/5 9:00:00,2,8,1
2025/4/5 10:00:00,2,8,1
2025/4/6 6:00:00,2,8,1
2025/4/6 7:00:00,2,8,1
2025/4/6 8:00:00,2,8,1
2025/4/6 9:00:00,2,8,1
2025/4/6 10:00:00,4,8,1
2025/4/7 6:00:00,4,8,1
2025/4/7 7:00:00,4,8,1
2025/4/7 8:00:00,10,8,1
2025/4/7 9:00:00,10,8,1
2025/4/7 10:00:00,4,8,1
2025/4/8 6:00:00,4,8,1
2025/4/8 7:00:00,4,8,1
2025/4/8 8:00:00,2,8,1
2025/4/8 9:00:00,2,8,1
2025/4/8 10:00:00,2,8,1
2025/4/9 6:00:00,2,8,1
2025/4/9 7:00:00,2,8,1
2025/4/9 8:00:00,2,8,1
2025/4/9 9:00:00,2,8,1
2025/4/9 10:00:00,2,8,1
2025/4/10 6:00:00,4,8,1
2025/4/10 7:00:00,4,8,1
2025/4/10 8:00:00,4,8,1
2025/4/10 9:00:00,4,8,1
2025/4/10 10:00:00,4,8,1
2025/4/11 6:00:00,4,8,1
2025/4/11 7:00:00,4,8,1
2025/4/11 8:00:00,4,8,1
2025/4/11 9:00:00,4,8,1
2025/4/11 10:00:00,4,8,1
2025/4/12 6:00:00,2,8,1
2025/4/12 7:00:00,2,8,1
2025/4/12 8:00:00,2,8,1
2025/4/12 9:00:00,2,8,1
2025/4/12 10:00:00,2,8,1
2025/4/13 6:00:00,4,8,1
2025/4/13 7:00:00,4,8,1
2025/4/13 8:00:00,4,8,1
2025/4/13 9:00:00,10,8,1
2025/4/13 10:00:00,10,8,1
2025/4/14 6:00:00,2,8,1
2025/4/14 7:00:00,2,8,1
2025/4/14 8:00:00,2,8,1
2025/4/14 9:00:00,2,8,1
2025/4/14 10:00:00,2,8,1
2025/4/15 6:00:00,4,8,1
2025/4/15 7:00:00,10,8,1
2025/4/15 8:00:00,4,8,1
2025/4/15 9:00:00,2,8,1
2025/4/15 10:00:00,2,8,1
2025/4/16 6:00:00,2,8,1
